,基金代码,拼音缩写,基金简称,基金类型,拼音全称
227,000325,HRYDXJSYHBB,华润元大现金收益货币B,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIB
228,000326,NFZXPCZGP,南方中小盘成长股票,股票型,NANFANGZHONGXIAOPANCHENGZHANGGUPIAO
229,000327,NFQLXLCHHA,南方潜力新蓝筹混合A,混合型-偏股,NANFANGQIANLIXINLANCHOUHUNHEA
230,000328,STMGZXDLLHPZHHA,上投摩根转型动力灵活配置混合A,混合型-灵活,SHANGTOUMOGENZHUANXINGDONGLILINGHUOPEIZHIHUNHEA
231,000329,PHFRDKZ,鹏华丰饶定开债,债券型-长债,PENGHUAFENGRAODINGKAIZHAI
232,000330,HTFXJBHBA,汇添富现金宝货币A,货币型,HUITIANFUXIANJINBAOHUOBIA
233,000331,ZJHBA,中加货币A,货币型,ZHONGJIAHUOBIA
234,000332,ZJHBC,中加货币C,货币型,ZHONGJIAHUOBIC
235,000333,CCWGSYZQA,长城稳固收益债券A,债券型-混合债,CHANGCHENGWENGUSHOUYIZHAIQUANA
236,000334,CCWGSYZQC,长城稳固收益债券C,债券型-混合债,CHANGCHENGWENGUSHOUYIZHAIQUANC
237,000335,AXYLXYC,安信永利信用C,债券型-长债,ANXINYONGLIXINYONGC
238,000336,NYYJJXHH,农银研究精选混合,混合型-灵活,NONGYINYANJIUJINGXUANHUNHE
239,000338,PHSZBLZQ,鹏华双债保利债券,债券型-混合债,PENGHUASHUANGZHAIBAOLIZHAIQUAN
240,000339,CCYLBJHHA,长城医疗保健混合A,混合型-偏股,CHANGCHENGYILIAOBAOJIANHUNHEA
241,000341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII,JIASHIXINXINGSHICHANGC2QDII
242,000342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII,JIASHIXINXINGSHICHANGA1QDII
243,000343,HXCFBHBA,华夏财富宝货币A,货币型,HUAXIACAIFUBAOHUOBIA
244,000345,PHFRDKZ,鹏华丰融定开债,债券型-长债,PENGHUAFENGRONGDINGKAIZHAI
245,000346,JXAXHB6GYDKA,建信安心回报6个月定开A,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIA
246,000347,JXAXHB6GYDKC,建信安心回报6个月定开C,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIC
247,000351,GFHFDQZQA,国富恒丰定期债券A,债券型-混合债,GUOFUHENGFENGDINGQIZHAIQUANA
248,000352,GFHFDQZQC,国富恒丰定期债券C,债券型-混合债,GUOFUHENGFENGDINGQIZHAIQUANC
249,000354,CSCZHZTHH,长盛城镇化主题混合,混合型-偏股,CHANGSHENGCHENGZHENHUAZHUTIHUNHE
250,000355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型-混合债,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA
251,000356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型-混合债,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC
252,000359,YFDYLCHBA,易方达易理财货币A,货币型,YIFANGDAYILICAIHUOBIA
253,000362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEA
254,000363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEC
255,000366,HTFTFTHBA,汇添富添富通货币A,货币型,HUITIANFUTIANFUTONGHUOBIA
256,000367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型-偏债,GUOTAIANKANGDINGQIZHIFUHUNHEA
257,000368,HTFHS300AZZS,汇添富沪深300安中指数,指数型-股票,HUITIANFUHUSHEN300ANZHONGZHISHU
258,000369,GFQQYLBJZSRMBQDIIA,广发全球医疗保健指数人民币(QDII)A,QDII,GUANGFAQUANQIUYILIAOBAOJIANZHISHURENMINBIQDIIA
259,000370,GFQQYLBJMYXHQDIIA,广发全球医疗保健美元现汇(QDII)A,QDII,GUANGFAQUANQIUYILIAOBAOJIANMEIYUANXIANHUIQDIIA
260,000371,MSJYXJBHBA,民生加银现金宝货币A,货币型,MINSHENGJIAYINXIANJINBAOHUOBIA
261,000372,ZYHLBNDKZ,中银惠利半年定开债,债券型-长债,ZHONGYINHUILIBANNIANDINGKAIZHAI
262,000373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA
263,000376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC
264,000377,STMGSZZLZQA,上投摩根双债增利债券A,债券型-混合债,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANA
265,000378,STMGSZZLZQC,上投摩根双债增利债券C,债券型-混合债,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANC
266,000379,PARZLHBA,平安日增利货币A,货币型,PINGANRIZENGLIHUOBIA
267,000380,JSCCJYHBA,景顺长城景益货币A,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIA
268,000381,JSCCJYHBB,景顺长城景益货币B,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIB
269,000385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型-混合债,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA
270,000386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型-混合债,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC
271,000389,GFTTHHBA,广发天天红货币A,货币型,GUANGFATIANTIANHONGHUOBIA
272,000390,HSYSHYHH,华商优势行业混合,混合型-灵活,HUASHANGYOUSHIHANGYEHUNHE
273,000394,RTTYDRZQA,融通通源短融债券A,债券型-中短债,RONGTONGTONGYUANDUANRONGZHAIQUANA
274,000395,HTFAXZGZQA,汇添富安心中国债券A,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANA
275,000396,HTFAXZGZQC,汇添富安心中国债券C,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANC
276,000397,HTFQEBHBA,汇添富全额宝货币A,货币型,HUITIANFUQUANEBAOHUOBIA
277,000398,HFLHPZHH,华富灵活配置混合,混合型-灵活,HUAFULINGHUOPEIZHIHUNHE
278,000402,GYCZZQA,工银纯债债券A,债券型-长债,GONGYINCHUNZHAIZHAIQUANA
279,000403,GYCZZQB,工银纯债债券B,债券型-长债,GONGYINCHUNZHAIZHAIQUANB
280,000404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型-灵活,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI
281,000406,HTFSLZQZQA,汇添富双利增强债券A,债券型-混合债,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA
282,000407,HTFSLZQZQC,汇添富双利增强债券C,债券型-混合债,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC
283,000408,MSJYCZHHHA,民生加银城镇化混合A,混合型-灵活,MINSHENGJIAYINCHENGZHENHUAHUNHEA
284,000409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO
285,000410,YMFWLXHH,益民服务领先混合,混合型-灵活,YIMINFUWULINGXIANHUNHE
286,000411,JSCCYZCZGP,景顺长城优质成长股票,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAO
287,000414,JSJDSYCLDQHHA,嘉实绝对收益策略定期混合A,混合-绝对收益,JIASHIJUEDUISHOUYICELUEDINGQIHUNHEA
288,000415,DMTL18GYDKZA,大摩添利18个月定开债A,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIA
289,000416,DMTL18GYDKZC,大摩添利18个月定开债C,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIC
290,000417,GLAXJXHH,国联安新精选混合,混合型-灵活,GUOLIANANXINJINGXUANHUNHE
291,000418,JSCCCZZXGP,景顺长城成长之星股票,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAO
292,000419,DMYZXJCZA,大摩优质信价纯债A,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIA
293,000420,DMYZXJCZC,大摩优质信价纯债C,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIC
294,000423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型-灵活,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA
295,000424,CSTLBHBA,长盛添利宝货币A,货币型,CHANGSHENGTIANLIBAOHUOBIA
296,000425,CSTLBHBB,长盛添利宝货币B,货币型,CHANGSHENGTIANLIBAOHUOBIB
297,000431,PHPPCCHH,鹏华品牌传承混合,混合型-灵活,PENGHUAPINPAICHUANCHENGHUNHE
298,000432,ZYYXQYHH,中银优秀企业混合,混合型-偏股,ZHONGYINYOUXIUQIYEHUNHE
299,000433,AXXFYXHHA,安信鑫发优选混合A,混合型-灵活,ANXINXINFAYOUXUANHUNHEA
300,000434,XHYNBHBA,新华壹诺宝货币A,货币型,XINHUAYINUOBAOHUOBIA
301,000436,YFDYHDKHHFQSA,易方达裕惠定开混合发起式A,混合型-偏债,YIFANGDAYUHUIDINGKAIHUNHEFAQISHIA
302,000439,GJXYHB,国金鑫盈货币,货币型,GUOJINXINYINGHUOBI
303,000452,NFYYBJLHPZHHA,南方医药保健灵活配置混合A,混合型-灵活,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHEA
304,000457,STMGHXCZGPA,上投摩根核心成长股票A,股票型,SHANGTOUMOGENHEXINCHENGZHANGGUPIAOA
305,000458,YDLXHBHHFQS,英大领先回报混合发起式,混合型-灵活,YINGDALINGXIANHUIBAOHUNHEFAQISHI
306,000459,YDLXHBHHFQS,英大领先回报混合发起式(后端),混合型-灵活,YINGDALINGXIANHUIBAOHUNHEFAQISHI
307,000462,NYZTLDHH,农银主题轮动混合,混合型-灵活,NONGYINZHUTILUNDONGHUNHE
308,000463,HSSZFLZQA,华商双债丰利债券A,债券型-混合债,HUASHANGSHUANGZHAIFENGLIZHAIQUANA
309,000464,JSHQBHB,嘉实活期宝货币,货币型,JIASHIHUOQIBAOHUOBI
310,000465,JSCCXYXDQZFZQ,景顺长城鑫月薪定期支付债券,债券型-长债,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN
311,000469,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券,债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
312,000470,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券(后端),债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
313,000471,FGCZFZGP,富国城镇发展股票,股票型,FUGUOCHENGZHENFAZHANGUPIAO
314,000472,FGCZFZGP,富国城镇发展股票(后端),股票型,FUGUOCHENGZHENFAZHANGUPIAO
315,000475,GFTTLHBA,广发天天利货币A,货币型,GUANGFATIANTIANLIHUOBIA
316,000476,GFTTLHBB,广发天天利货币B,货币型,GUANGFATIANTIANLIHUOBIB
317,000477,GFZTLXHH,广发主题领先混合,混合型-灵活,GUANGFAZHUTILINGXIANHUNHE
318,000478,JXZZ500ZSZQA,建信中证500指数增强A,指数型-股票,JIANXINZHONGZHENG500ZHISHUZENGQIANGA
319,000480,DFHXDLHHA,东方红新动力混合A,混合型-灵活,DONGFANGHONGXINDONGLIHUNHEA
320,000481,HSSZFLZQC,华商双债丰利债券C,债券型-混合债,HUASHANGSHUANGZHAIFENGLIZHAIQUANC
321,000483,XYHBA,鑫元货币A,货币型,XINYUANHUOBIA
322,000484,XYHBB,鑫元货币B,货币型,XINYUANHUOBIB
323,000487,JS3GYLCZQA,嘉实3个月理财债券A,债券型-中短债,JIASHI3GEYUELICAIZHAIQUANA
324,000488,JS3GYLCZQE,嘉实3个月理财债券E,债券型-中短债,JIASHI3GEYUELICAIZHAIQUANE
325,000489,GDSMHLCZA,光大岁末红利纯债A,债券型-长债,GUANGDASUIMOHONGLICHUNZHAIA
326,000490,GDSMHLCZC,光大岁末红利纯债C,债券型-长债,GUANGDASUIMOHONGLICHUNZHAIC
327,000493,NFXJTA,南方现金通A,货币型,NANFANGXIANJINTONGA
328,000494,NFXJTB,南方现金通B,货币型,NANFANGXIANJINTONGB
329,000495,NFXJTC,南方现金通C,货币型,NANFANGXIANJINTONGC
330,000496,CACYJXHHA,长安产业精选混合A,混合型-灵活,CHANGANCHANYEJINGXUANHUNHEA
331,000497,CTCZZQA,财通纯债债券A,债券型-长债,CAITONGCHUNZHAIZHAIQUANA
332,000503,ZXJTJHZDZA,中信建投景和中短债A,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA
333,000504,ZXJTJHZDZC,中信建投景和中短债C,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC
334,000505,GSABHBA,国寿安保货币A,货币型,GUOSHOUANBAOHUOBIA
335,000506,GSABHBB,国寿安保货币B,货币型,GUOSHOUANBAOHUOBIB
336,000507,TDHLHDHHA,泰达宏利宏达混合A,混合型-偏债,TAIDAHONGLIHONGDAHUNHEA
337,000508,TDHLHDHHB,泰达宏利宏达混合B,混合型-偏债,TAIDAHONGLIHONGDAHUNHEB
338,000509,GFQDZHBA,广发钱袋子货币A,货币型,GUANGFAQIANDAIZIHUOBIA
339,000511,GTGCQDLHPZHHA,国泰国策驱动灵活配置混合A,混合型-灵活,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA
340,000512,GTHS300ZSZQA,国泰沪深300指数增强A,指数型-股票,GUOTAIHUSHEN300ZHISHUZENGQIANGA
341,000513,FGGDZZHYGPA,富国高端制造行业股票A,股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA
342,000514,FGGDZZHYGPA,富国高端制造行业股票A(后端),股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA
343,000516,FGXLYNQDQKFZQXA,富国祥利一年期定期开放债券型A,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA
344,000517,FGXLYNQDQKFZQXC,富国祥利一年期定期开放债券型C,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC
345,000520,SYXXJZCZHH,上银新兴价值成长混合,混合型-灵活,SHANGYINXINXINGJIAZHICHENGZHANGHUNHE
346,000521,NARXDKZQ,诺安瑞鑫定开债券,债券型-长债,NUOANRUIXINDINGKAIZHAIQUAN
347,000522,HRYDXXCMKJHH,华润元大信息传媒科技混合,混合型-偏股,HUARUNYUANDAXINXICHUANMEIKEJIHUNHE
348,000523,GTRYYLBJHHA,国投瑞银医疗保健混合A,混合型-灵活,GUOTOURUIYINYILIAOBAOJIANHUNHEA
349,000524,STMGMSXQGPA,上投摩根民生需求股票A,股票型,SHANGTOUMOGENMINSHENGXUQIUGUPIAOA
350,000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型-灵活,GUOTAINONGYILINGHUOPEIZHIHUNHEA
351,000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型-灵活,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA
352,000528,GYXJHBA,工银薪金货币A,货币型,GONGYINXINJINHUOBIA
353,000529,GFJZYSHHA,广发竞争优势混合A,混合型-灵活,GUANGFAJINGZHENGYOUSHIHUNHEA
354,000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型-灵活,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA
355,000531,DWAEFLHPZHHA,东吴阿尔法灵活配置混合A,混合型-灵活,DONGWUAERFALINGHUOPEIZHIHUNHEA
356,000532,JSCCYSQYHHA,景顺长城优势企业混合A,混合型-偏股,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHEA
357,000533,YYHBA,永赢货币A,货币型,YONGYINGHUOBIA
358,000534,CSGDZBHHA,长盛高端装备混合A,混合型-灵活,CHANGSHENGGAODUANZHUANGBEIHUNHEA
359,000535,CSHTHGHHA,长盛航天海工混合A,混合型-灵活,CHANGSHENGHANGTIANHAIGONGHUNHEA
360,000536,QHKYKZZZQ,前海开源可转债债券,债券型-可转债,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN
361,000538,NAYSHYHHA,诺安优势行业混合A,混合型-灵活,NUOANYOUSHIHANGYEHUNHEA
362,000539,ZYHQBHBA,中银活期宝货币A,货币型,ZHONGYINHUOQIBAOHUOBIA
363,000540,GJJTTHBA,国金金腾通货币A,货币型,GUOJINJINTENGTONGHUOBIA
364,000541,HSCXCZHHFQS,华商创新成长混合发起式,混合型-灵活,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI
365,000542,SYHCBHBA,上银慧财宝货币A,货币型,SHANGYINHUICAIBAOHUOBIA
366,000543,SYHCBHBB,上银慧财宝货币B,货币型,SHANGYINHUICAIBAOHUOBIB
367,000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型-灵活,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
368,000546,XYDKZA,兴业定开债A,债券型-长债,XINGYEDINGKAIZHAIA
369,000547,JXJKMSHHA,建信健康民生混合A,混合型-偏股,JIANXINJIANKANGMINSHENGHUNHEA
370,000548,PHJCTHB,鹏华聚财通货币,货币型,PENGHUAJUCAITONGHUOBI
371,000549,HADGXJJGPA,华安大国新经济股票A,股票型,HUAANDAGUOXINJINGJIGUPIAOA
372,000550,GFXDLHH,广发新动力混合,混合型-偏股,GUANGFAXINDONGLIHUNHE
373,000551,XCXFXFHH,信诚幸福消费混合,混合型-偏股,XINCHENGXINGFUXIAOFEIHUNHE
374,000552,ZJCZYNA,中加纯债一年A,债券型-长债,ZHONGJIACHUNZHAIYINIANA
375,000553,ZJCZYNC,中加纯债一年C,债券型-长债,ZHONGJIACHUNZHAIYINIANC
376,000554,ZGMLHPZHH,中国梦灵活配置混合,混合型-灵活,ZHONGGUOMENGLINGHUOPEIZHIHUNHE
377,000556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA
378,000557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC
379,000559,NATTBA,诺安天天宝A,货币型,NUOANTIANTIANBAOA
380,000560,NATTBE,诺安天天宝E,货币型,NUOANTIANTIANBAOE
381,000561,NFQYZQA,南方启元债券A,债券型-长债,NANFANGQIYUANZHAIQUANA
382,000562,NFQYZQC,南方启元债券C,债券型-长债,NANFANGQIYUANZHAIQUANC
383,000563,NFTLZQA,南方通利债券A,债券型-长债,NANFANGTONGLIZHAIQUANA
384,000564,NFTLZQC,南方通利债券C,债券型-长债,NANFANGTONGLIZHAIQUANC
385,000566,HTBRCXSJHHA,华泰柏瑞创新升级混合A,混合型-灵活,HUATAIBAIRUICHUANGXINSHENGJIHUNHEA
386,000567,GFJXLHHH,广发聚祥灵活混合,混合型-灵活,GUANGFAJUXIANGLINGHUOHUNHE
387,000569,PHZZBHB,鹏华增值宝货币,货币型,PENGHUAZENGZHIBAOHUOBI
388,000572,ZYDCLHHA,中银多策略混合A,混合型-灵活,ZHONGYINDUOCELUEHUNHEA
389,000573,THTLHH,天弘通利混合,混合型-灵活,TIANHONGTONGLIHUNHE
390,000574,BYXJZHHA,宝盈新价值混合A,混合型-灵活,BAOYINGXINJIAZHIHUNHEA
391,000575,XQTLBHB,兴全添利宝货币,货币型,XINGQUANTIANLIBAOHUOBI
392,000576,ZYHBA,中邮货币A,货币型,ZHONGYOUHUOBIA
393,000577,AXJZJXGP,安信价值精选股票,股票型,ANXINJIAZHIJINGXUANGUPIAO
394,000578,XYHXSYZQZQXFQSA,鑫元恒鑫收益增强债券型发起式A,债券型-混合债,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIA
395,000579,XYHXSYZQZQXFQSC,鑫元恒鑫收益增强债券型发起式C,债券型-混合债,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIC
396,000580,ZYHBB,中邮货币B,货币型,ZHONGYOUHUOBIB
397,000581,JSHQBHBA,嘉实活钱包货币A,货币型,JIASHIHUOQIANBAOHUOBIA
398,000583,JXJFDKZ,江信聚福定开债,债券型-长债,JIANGXINJUFUDINGKAIZHAI
399,000584,XHXYLHPZHHC,新华鑫益灵活配置混合C,混合型-灵活,XINHUAXINYILINGHUOPEIZHIHUNHEC
400,000585,JSDCTLDQHHA,嘉实对冲套利定期混合A,混合-绝对收益,JIASHIDUICHONGTAOLIDINGQIHUNHEA
401,000586,JSCCZXCJXGP,景顺长城中小创精选股票,股票型,JINGSHUNCHANGCHENGZHONGXIAOCHUANGJINGXUANGUPIAO
402,000587,DCLHPZHH,大成灵活配置混合,混合型-灵活,DACHENGLINGHUOPEIZHIHUNHE
403,000588,ZSZQBHBA,招商招钱宝货币A,货币型,ZHAOSHANGZHAOQIANBAOHUOBIA
404,000589,GDYFSJHH,光大银发商机混合,混合型-偏股,GUANGDAYINFASHANGJIHUNHE
405,000590,HAXHLLHPZHHA,华安新活力灵活配置混合A,混合型-灵活,HUAANXINHUOLILINGHUOPEIZHIHUNHEA
406,000591,ZYJKSHHH,中银健康生活混合,混合型-偏股,ZHONGYINJIANKANGSHENGHUOHUNHE
407,000592,JXGGHLGPA,建信改革红利股票A,股票型,JIANXINGAIGEHONGLIGUPIAOA
408,000593,YFDBPXFPZSMYXHA,易方达标普消费品指数美元现汇A,QDII,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA
409,000594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO
410,000595,JSTHHH,嘉实泰和混合,混合型-灵活,JIASHITAIHEHUNHE
411,000596,QHKYZZJGZSA,前海开源中证军工指数A,指数型-股票,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA
412,000597,ZHJJSYHH,中海积极收益混合,混合型-灵活,ZHONGHAIJIJISHOUYIHUNHE
413,000598,CSSTHJHH,长盛生态环境混合,混合型-灵活,CHANGSHENGSHENGTAIHUANJINGHUNHE
414,000599,XCXJBHBA,信诚薪金宝货币A,货币型,XINCHENGXINJINBAOHUOBIA
415,000600,HTFHJBHBA,汇添富和聚宝货币A,货币型,HUITIANFUHEJUBAOHUOBIA
416,000601,HBCXYXHH,华宝创新优选混合,混合型-偏股,HUABAOCHUANGXINYOUXUANHUNHE
417,000602,FGAYHBA,富国安益货币A,货币型,FUGUOANYIHUOBIA
418,000603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型-灵活,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE
419,000604,YHDLBHBA,银华多利宝货币A,货币型,YINHUADUOLIBAOHUOBIA
420,000605,YHDLBHBB,银华多利宝货币B,货币型,YINHUADUOLIBAOHUOBIB
421,000606,THYXZQ,天弘优选债券,债券型-长债,TIANHONGYOUXUANZHAIQUAN
422,000607,ZSZQBHBB,招商招钱宝货币B,货币型,ZHAOSHANGZHAOQIANBAOHUOBIB
423,000609,HSXLHHHA,华商新量化混合A,混合型-灵活,HUASHANGXINLIANGHUAHUNHEA
424,000612,HBSTZGHHA,华宝生态中国混合A,混合型-偏股,HUABAOSHENGTAIZHONGGUOHUNHEA
425,000613,GSABHS300ETFLJ,国寿安保沪深300ETF联接,指数型-股票,GUOSHOUANBAOHUSHEN300ETFLIANJIE
426,000614,HADGDAXLJQDIIA,华安德国(DAX)联接(QDII)A,QDII,HUAANDEGUODAXLIANJIEQDIIA
427,000615,CCGZBHBA,长城工资宝货币A,货币型,CHANGCHENGGONGZIBAOHUOBIA
428,000618,JSXJBHB,嘉实薪金宝货币,货币型,JIASHIXINJINBAOHUOBI
429,000619,DFHCYSJHH,东方红产业升级混合,混合型-灵活,DONGFANGHONGCHANYESHENGJIHUNHE
430,000620,YFDXJZLHBA,易方达现金增利货币A,货币型,YIFANGDAXIANJINZENGLIHUOBIA
431,000621,YFDXJZLHBB,易方达现金增利货币B,货币型,YIFANGDAXIANJINZENGLIHUOBIB
432,000625,NATTBB,诺安天天宝B,货币型,NUOANTIANTIANBAOB
433,000626,DCFCBHBA,大成丰财宝货币A,货币型,DACHENGFENGCAIBAOHUOBIA
434,000627,DCFCBHBB,大成丰财宝货币B,货币型,DACHENGFENGCAIBAOHUOBIB
435,000628,DCGXJSCYGPA,大成高新技术产业股票A,股票型,DACHENGGAOXINJISHUCHANYEGUPIAOA
436,000634,FGTSLHPZJJ,富国天盛灵活配置基金,混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
437,000635,FGTSLHPZJJ,富国天盛灵活配置基金(后端),混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
438,000638,FGFQBHBA,富国富钱包货币A,货币型,FUGUOFUQIANBAOHUOBIA
439,000639,BYXRHHA,宝盈祥瑞混合A,混合型-偏债,BAOYINGXIANGRUIHUNHEA
440,000640,NALCBHBA,诺安理财宝货币A,货币型,NUOANLICAIBAOHUOBIA
441,000641,NALCBHBB,诺安理财宝货币B,货币型,NUOANLICAIBAOHUOBIB
442,000642,HTFHBC,汇添富货币C,货币型,HUITIANFUHUOBIC
443,000644,ZSZJBHBA,招商招金宝货币A,货币型,ZHAOSHANGZHAOJINBAOHUOBIA
444,000645,HXXJBHB,华夏薪金宝货币,货币型,HUAXIAXINJINBAOHUOBI
445,000646,HRYDLHYXHHA,华润元大量化优选混合A,混合型-偏股,HUARUNYUANDALIANGHUAYOUXUANHUNHEA
446,000647,YFDCFKXHBA,易方达财富快线货币A,货币型,YIFANGDACAIFUKUAIXIANHUOBIA
447,000648,YFDCFKXHBB,易方达财富快线货币B,货币型,YIFANGDACAIFUKUAIXIANHUOBIB
448,000649,CCJXHHA,长城久鑫混合A,混合型-灵活,CHANGCHENGJIUXINHUNHEA
449,000650,HTFHBD,汇添富货币D,货币型,HUITIANFUHUOBID
450,000651,ZSZJBHBB,招商招金宝货币B,货币型,ZHAOSHANGZHAOJINBAOHUOBIB
451,000652,BSYLLHPZHHA,博时裕隆灵活配置混合A,混合型-灵活,BOSHIYULONGLINGHUOPEIZHIHUNHEA
452,000654,HSXRCYHH,华商新锐产业混合,混合型-灵活,HUASHANGXINRUICHANYEHUNHE
453,000655,XYWLZQ,鑫元稳利债券,债券型-长债,XINYUANWENLIZHAIQUAN
454,000656,QHKYHS300ZSA,前海开源沪深300指数A,指数型-股票,QIANHAIKAIYUANHUSHEN300ZHISHUA
455,000657,YHHQBHBA,银华活钱宝货币A,货币型,YINHUAHUOQIANBAOHUOBIA
456,000658,YHHQBHBB,银华活钱宝货币B,货币型,YINHUAHUOQIANBAOHUOBIB
457,000659,YHHQBHBC,银华活钱宝货币C,货币型,YINHUAHUOQIANBAOHUOBIC
458,000660,YHHQBHBD,银华活钱宝货币D,货币型,YINHUAHUOQIANBAOHUOBID
459,000661,YHHQBHBE,银华活钱宝货币E,货币型,YINHUAHUOQIANBAOHUOBIE
460,000662,YHHQBHBF,银华活钱宝货币F,货币型,YINHUAHUOQIANBAOHUOBIF
461,000663,GTRYMLZGHH,国投瑞银美丽中国混合,混合型-灵活,GUOTOURUIYINMEILIZHONGGUOHUNHE
462,000664,GLATYHHA,国联安通盈混合A,混合型-灵活,GUOLIANANTONGYINGHUNHEA
463,000665,BSXJSYHBB,博时现金收益货币B,货币型,BOSHIXIANJINSHOUYIHUOBIB
464,000667,GYJDSYHHFQA,工银绝对收益混合发起A,混合-绝对收益,GONGYINJUEDUISHOUYIHUNHEFAQIA
465,000668,GSABZXZQA,国寿安保尊享债券A,债券型-长债,GUOSHOUANBAOZUNXIANGZHAIQUANA
466,000669,GSABZXZQC,国寿安保尊享债券C,债券型-长债,GUOSHOUANBAOZUNXIANGZHAIQUANC
